*Soil Inorganic Nitrogen daily output file

*DSSAT Cropping System Model Ver. 4.8.5.000 -release  MAR 01, 2026 09:34:20

*RUN   1        : 1                         WHAPS048 TUDU1501    1
 MODEL          : WHAPS048 - Wheat
 EXPERIMENT     : TUDU1501 WH
 DATA PATH      :
 TREATMENT  1   : 1                         WHAPS048
  
!                                                                                                                                      NO3 (ppm) at soil dep. (cm):                                                    NH4 (ppm) at soil dep. (cm):                                                    Total Inorganic N @dep(ppm):
!                                                                                                                                       0-5    5-15   15-20   20-30   30-40   40-50   50-60   60-70   70-90  90-210     0-5    5-15   15-20   20-30   30-40   40-50   50-60   60-70   70-90  90-210     0-5    5-15   15-20   20-30   30-40   40-50   50-60   60-70   70-90  90-210
@YEAR DOY   DAS  NAPC  NI#M    NIAD    NITD    NHTD   NURTD    NMNC    NITC    NDNC    NIMC    AMLC   NNMNC    NUCM    NLCC    TDNC    NI1D    NI2D    NI3D    NI4D    NI5D    NI6D    NI7D    NI8D    NI9D    NI10    NH1D    NH2D    NH3D    NH4D    NH5D    NH6D    NH7D    NH8D    NH9D    NH10    NT1D    NT2D    NT3D    NT4D    NT5D    NT6D    NT7D    NT8D    NT9D    NT10    
   15 149    73    40     1   100.0    98.5     1.5     0.0   14.11   49.62    0.11    2.78    0.00   11.34   74.94    5.84    0.00    0.00     0.0     0.0    0.00    0.01    0.01    0.10    1.03    3.92    4.65    0.03    0.05    0.03    0.03    0.03    0.03    0.04    0.06    0.07    0.06    0.03    0.05    0.04    0.03    0.04    0.04    0.14    1.08    3.99    4.71
   15 150    74    40     1    99.8    98.3     1.5     0.0   14.46   49.80    0.11    2.78    0.00   11.68   75.52    5.84    0.00    0.00     0.0     0.0    0.00    0.01    0.01    0.08    0.92    3.86    4.66    0.03    0.05    0.03    0.03    0.03    0.03    0.04    0.05    0.07    0.07    0.03    0.06    0.04    0.03    0.04    0.04    0.12    0.97    3.93    4.72
   15 151    75    40     1    99.5    98.0     1.5     0.0   14.80   49.99    0.11    2.78    0.00   12.03   76.13    5.84    0.00    0.00     0.0     0.0    0.00    0.01    0.01    0.07    0.82    3.78    4.66    0.03    0.06    0.03    0.03    0.03    0.03    0.04    0.05    0.07    0.07    0.03    0.06    0.04    0.04    0.04    0.04    0.11    0.87    3.85    4.73
   15 152    76    80     2   126.5    97.7    28.8    12.7   15.18   50.19    0.11    2.78    0.00   12.41   76.78    5.84    0.00    0.00     0.0     0.0    0.01    0.01    0.01    0.06    0.73    3.68    4.67   42.31    0.06    0.04    0.03    0.03    0.03    0.04    0.05    0.07    0.07   42.31    0.07    0.04    0.04    0.04    0.04    0.10    0.78    3.75    4.74
   15 153    77    80     2   130.4   101.4    29.0     3.3   15.68   54.23    0.12    2.78    0.00   12.90   82.78    5.84    0.00    5.87     0.0     0.0    0.01    0.01    0.01    0.06    0.70    3.63    4.68   42.46    0.08    0.05    0.04    0.04    0.04    0.05    0.06    0.07    0.07   48.33    0.09    0.06    0.05    0.05    0.05    0.11    0.75    3.70    4.75
   15 154    78    80     2   127.6   104.5    23.1     0.7   16.27   59.10    0.12    2.78    0.00   13.49   88.78    5.84    0.00   10.68     0.0     0.0    0.01    0.02    0.02    0.07    0.68    3.57    4.69   32.98    0.11    0.06    0.05    0.05    0.05    0.05    0.06    0.07    0.07   43.66    0.13    0.07    0.07    0.07    0.07    0.12    0.74    3.65    4.76
   15 155    79    80     2   122.8   106.3    16.5     0.1   16.92   63.22    0.12    2.78    0.00   14.15   94.78    5.84    0.00   13.34     0.0     0.0    0.02    0.02    0.03    0.07    0.66    3.51    4.70   22.65    0.14    0.07    0.06    0.06    0.06    0.06    0.07    0.07    0.08   35.99    0.17    0.09    0.08    0.08    0.08    0.13    0.73    3.59    4.77
   15 156    80    80     2   117.6   106.4    11.2     0.0   17.64   66.26    0.12    2.78    0.00   14.86  100.78    5.84    0.00   13.95     0.0     0.0    0.03    0.03    0.03    0.07    0.61    3.38    4.71   14.21    0.17    0.07    0.07    0.06    0.06    0.06    0.07    0.07    0.08   28.16    0.21    0.10    0.09    0.09    0.09    0.13    0.68    3.45    4.79
   15 157    81    80     2   114.3   106.4     7.9     0.0   18.42   68.61    0.12    2.78    0.00   15.64  104.83    5.84    0.00   14.58     0.1     0.0    0.03    0.03    0.03    0.07    0.54    3.18    4.72    9.03    0.20    0.08    0.07    0.07    0.06    0.06    0.07    0.07    0.08   23.61    0.26    0.11    0.10    0.10    0.09    0.13    0.61    3.25    4.80
   15 158    82    80     2   109.2   104.2     5.0     0.0   19.30   70.01    0.12    2.78    0.00   16.52  110.83    5.84    0.00   11.00     0.1     0.0    0.04    0.04    0.04    0.08    0.53    3.09    4.74    4.27    0.26    0.08    0.08    0.08    0.07    0.07    0.07    0.07    0.08   15.27    0.36    0.13    0.12    0.12    0.11    0.15    0.60    3.16    4.82
   15 159    83    80     2   104.1   100.7     3.4     0.0   20.20   70.83    0.12    2.78    0.00   17.43  116.83    5.84    0.00    3.35     1.5     0.2    0.05    0.05    0.05    0.08    0.48    2.84    4.75    1.61    0.31    0.08    0.07    0.07    0.07    0.07    0.07    0.07    0.09    4.96    1.85    0.29    0.12    0.13    0.12    0.15    0.55    2.91    4.84
   15 160    84    80     2   101.0    98.0     3.0     0.0   21.23   71.34    0.12    2.78    0.00   18.45  120.96    5.84    0.00    1.59     0.7     0.2    0.06    0.06    0.05    0.08    0.44    2.59    4.75    0.91    0.37    0.08    0.07    0.07    0.07    0.07    0.07    0.07    0.09    2.49    1.11    0.31    0.13    0.13    0.12    0.15    0.51    2.65    4.84
   15 161    85    80     2    98.3    95.8     2.6     0.0   22.18   71.75    0.12    2.78    0.00   19.40  124.56    5.84    0.00    0.00     0.3     0.1    0.07    0.06    0.06    0.08    0.40    2.34    4.75    0.25    0.38    0.06    0.07    0.07    0.06    0.07    0.07    0.06    0.09    0.26    0.70    0.19    0.14    0.13    0.12    0.15    0.47    2.41    4.83
   15 162    86    80     2    97.3    94.9     2.4     0.0   23.03   72.12    0.13    2.78    0.00   20.25  126.42    5.84    0.00    0.00     0.1     0.1    0.06    0.06    0.06    0.08    0.37    2.11    4.73    0.17    0.35    0.05    0.07    0.07    0.06    0.07    0.07    0.06    0.09    0.17    0.48    0.11    0.13    0.13    0.12    0.15    0.44    2.17    4.82
   15 163    87    80     2    96.5    94.1     2.4     0.0   23.82   72.45    0.13    2.78    0.00   21.04  128.03    5.84    0.00    0.00     0.1     0.0    0.06    0.07    0.06    0.08    0.34    1.90    4.70    0.13    0.33    0.05    0.06    0.07    0.06    0.06    0.07    0.06    0.09    0.13    0.38    0.08    0.12    0.13    0.12    0.14    0.41    1.96    4.78
   15 164    88    80     2    95.8    93.5     2.3     0.0   24.59   72.79    0.13    2.78    0.00   21.82  129.50    5.84    0.00    0.00     0.0     0.0    0.05    0.07    0.06    0.08    0.32    1.71    4.64    0.11    0.33    0.05    0.06    0.07    0.06    0.06    0.07    0.06    0.08    0.11    0.37    0.07    0.11    0.13    0.12    0.14    0.39    1.77    4.72
   15 165    89    80     2    95.2    92.8     2.4     0.0   25.42   73.14    0.13    2.78    0.00   22.64  130.95    5.84    0.00    0.00     0.0     0.0    0.05    0.07    0.06    0.08    0.30    1.54    4.54    0.12    0.35    0.05    0.06    0.06    0.06    0.06    0.07    0.06    0.08    0.13    0.38    0.06    0.11    0.14    0.12    0.14    0.37    1.59    4.62
   15 166    90    80     2    94.6    92.2     2.4     0.0   26.36   73.52    0.13    2.78    0.00   23.58  132.50    5.84    0.00    0.00     0.0     0.0    0.05    0.08    0.07    0.09    0.29    1.39    4.40    0.12    0.39    0.05    0.06    0.06    0.06    0.06    0.07    0.06    0.08    0.12    0.42    0.06    0.11    0.14    0.13    0.15    0.35    1.44    4.49
   15 167    91    80     2    94.1    91.5     2.6     0.0   27.23   73.92    0.13    2.78    0.00   24.46  133.87    5.84    0.00    0.01     0.1     0.0    0.03    0.08    0.08    0.09    0.27    1.25    4.23    0.16    0.52    0.07    0.06    0.07    0.06    0.06    0.07    0.06    0.08    0.17    0.58    0.09    0.09    0.15    0.14    0.15    0.34    1.30    4.31
   15 168    92    80     2    93.3    90.7     2.6     0.0   28.16   74.32    0.13    2.78    0.00   25.38  135.61    5.84    0.00    0.00     0.1     0.0    0.02    0.05    0.08    0.09    0.25    1.12    4.05    0.15    0.52    0.07    0.05    0.06    0.06    0.06    0.07    0.06    0.08    0.15    0.60    0.09    0.07    0.10    0.14    0.15    0.32    1.18    4.12
   15 169    93    80     2    92.2    89.8     2.4     0.0   29.03   74.68    0.13    2.78    0.00   26.25  137.51    5.84    0.00    0.00     0.1     0.0    0.02    0.03    0.07    0.09    0.24    1.01    3.83    0.13    0.44    0.06    0.05    0.05    0.06    0.06    0.07    0.06    0.07    0.13    0.51    0.08    0.06    0.08    0.13    0.16    0.31    1.07    3.90
   15 170    94    80     2    91.3    88.9     2.4     0.0   29.78   75.01    0.13    2.78    0.00   27.00  139.14    5.84    0.00    0.01     0.1     0.0    0.01    0.02    0.06    0.10    0.23    0.91    3.59    0.18    0.46    0.07    0.05    0.05    0.05    0.06    0.07    0.05    0.07    0.19    0.54    0.09    0.06    0.07    0.11    0.16    0.29    0.96    3.66
   15 171    95    80     2    90.2    88.0     2.3     0.0   30.50   75.30    0.13    2.78    0.00   27.72  140.99    5.84    0.00    0.00     0.1     0.0    0.01    0.01    0.04    0.09    0.21    0.82    3.34    0.16    0.39    0.06    0.04    0.04    0.05    0.06    0.06    0.05    0.06    0.16    0.45    0.08    0.05    0.06    0.09    0.14    0.28    0.87    3.40
   15 172    96    80     2    89.1    87.0     2.1     0.0   31.18   75.56    0.13    2.78    0.00   28.40  142.74    5.84    0.00    0.00     0.0     0.0    0.01    0.01    0.03    0.08    0.20    0.73    3.08    0.14    0.34    0.05    0.04    0.04    0.04    0.05    0.06    0.05    0.06    0.14    0.38    0.07    0.05    0.05    0.07    0.13    0.26    0.79    3.14
   15 173    97    80     2    88.1    86.1     2.0     0.0   31.84   75.81    0.13    2.78    0.00   29.06  144.40    5.84    0.00    0.00     0.0     0.0    0.01    0.01    0.02    0.07    0.19    0.66    2.83    0.13    0.31    0.05    0.04    0.04    0.04    0.05    0.06    0.05    0.06    0.13    0.34    0.06    0.04    0.05    0.06    0.12    0.25    0.71    2.88
   15 174    98    80     2    87.2    85.2     2.0     0.0   32.52   76.05    0.13    2.78    0.00   29.74  146.01    5.84    0.00    0.00     0.0     0.0    0.01    0.01    0.02    0.06    0.18    0.59    2.57    0.12    0.29    0.04    0.03    0.04    0.04    0.05    0.06    0.05    0.05    0.12    0.31    0.05    0.04    0.04    0.05    0.10    0.24    0.64    2.63
   15 175    99    80     2    86.4    84.5     1.9     0.0   33.20   76.28    0.13    2.78    0.00   30.42  147.50    5.84    0.00    0.00     0.0     0.0    0.01    0.01    0.01    0.05    0.17    0.53    2.34    0.12    0.29    0.04    0.03    0.03    0.03    0.04    0.06    0.05    0.05    0.12    0.31    0.04    0.04    0.04    0.05    0.09    0.23    0.58    2.39
   15 176   100    80     2    85.7    83.7     1.9     0.0   33.89   76.51    0.13    2.78    0.00   31.12  148.92    5.84    0.00    0.00     0.0     0.0    0.01    0.01    0.01    0.04    0.16    0.48    2.11    0.12    0.29    0.04    0.03    0.04    0.03    0.04    0.06    0.05    0.05    0.12    0.31    0.04    0.04    0.04    0.05    0.08    0.22    0.53    2.16
   15 177   101    80     2    85.1    83.1     2.0     0.0   34.60   76.75    0.13    2.78    0.00   31.83  150.25    5.84    0.00    0.00     0.0     0.0    0.01    0.01    0.01    0.04    0.15    0.44    1.91    0.13    0.31    0.04    0.04    0.04    0.04    0.04    0.06    0.05    0.05    0.13    0.33    0.04    0.04    0.04    0.05    0.08    0.21    0.49    1.96
   15 178   102    80     2    84.5    82.5     2.0     0.0   35.34   77.01    0.13    2.78    0.00   32.57  151.50    5.84    0.00    0.00     0.0     0.0    0.01    0.01    0.01    0.03    0.15    0.40    1.72    0.14    0.34    0.04    0.04    0.04    0.04    0.04    0.06    0.05    0.05    0.14    0.37    0.05    0.05    0.05    0.05    0.08    0.21    0.45    1.77
   15 179   103    80     2    84.1    82.0     2.1     0.0   36.10   77.28    0.13    2.78    0.00   33.32  152.69    5.84    0.00    0.00     0.0     0.0    0.01    0.01    0.01    0.03    0.14    0.36    1.55    0.16    0.36    0.05    0.04    0.04    0.04    0.05    0.06    0.05    0.05    0.16    0.41    0.05    0.05    0.05    0.05    0.08    0.20    0.41    1.60
   15 180   104    80     2    83.8    81.6     2.2     0.0   36.91   77.60    0.13    2.78    0.00   34.13  153.83    5.84    0.00    0.01     0.1     0.0    0.01    0.01    0.01    0.03    0.14    0.33    1.40    0.22    0.39    0.05    0.05    0.05    0.04    0.05    0.06    0.05    0.05    0.23    0.46    0.06    0.06    0.06    0.06    0.08    0.20    0.38    1.45
   15 181   105    80     2    83.5    81.2     2.3     0.0   37.78   77.95    0.13    2.78    0.00   35.00  154.95    5.84    0.00    0.04     0.1     0.0    0.01    0.02    0.02    0.03    0.14    0.31    1.26    0.30    0.43    0.06    0.05    0.05    0.05    0.05    0.06    0.05    0.05    0.33    0.52    0.07    0.07    0.07    0.06    0.08    0.20    0.36    1.31
   15 182   106    80     2    83.3    80.8     2.5     0.0   38.67   78.38    0.13    2.78    0.00   35.90  156.04    5.84    0.00    0.09     0.1     0.0    0.02    0.02    0.02    0.03    0.14    0.29    1.14    0.36    0.46    0.06    0.06    0.06    0.05    0.05    0.06    0.05    0.05    0.45    0.59    0.08    0.08    0.08    0.07    0.09    0.20    0.34    1.20
   15 183   107   120     3   110.7    80.6    30.1    12.5   39.55   78.88    0.13    2.78    0.00   36.77  157.06    5.84    0.00    0.16     0.2     0.0    0.03    0.03    0.03    0.04    0.14    0.27    1.04   43.10    0.49    0.07    0.06    0.06    0.06    0.06    0.06    0.06    0.05   43.26    0.67    0.10    0.09    0.09    0.08    0.10    0.21    0.33    1.09
   15 184   108   120     3   117.8    86.2    31.7     5.1   40.40   85.26    0.13    2.78    0.00   37.63  158.10    5.84    0.00    9.23     0.2     0.0    0.03    0.04    0.03    0.05    0.15    0.26    0.95   45.37    0.51    0.07    0.06    0.06    0.06    0.06    0.06    0.06    0.05   54.59    0.75    0.11    0.10    0.10    0.09    0.11    0.21    0.32    1.01
   15 185   109   120     3   120.3    92.0    28.3     2.5   41.25   91.95    0.13    2.78    0.00   38.47  159.07    5.84    0.00   18.67     0.3     0.1    0.05    0.05    0.04    0.05    0.16    0.26    0.88   40.09    0.51    0.07    0.07    0.07    0.06    0.06    0.06    0.06    0.06   58.76    0.84    0.12    0.11    0.11    0.10    0.12    0.22    0.31    0.93
   15 186   110   120     3   121.3    97.3    24.0     1.3   42.08   98.07    0.13    2.78    0.00   39.30  160.00    5.84    0.00   27.14     0.4     0.1    0.06    0.06    0.05    0.06    0.17    0.25    0.82   33.46    0.50    0.07    0.07    0.07    0.06    0.06    0.06    0.06    0.06   60.60    0.93    0.14    0.12    0.13    0.11    0.13    0.23    0.31    0.87
   15 187   111   120     3   121.8   101.8    20.0     0.8   42.89  103.32    0.13    2.78    0.00   40.11  160.85    5.84    0.00   34.21     0.5     0.1    0.07    0.07    0.07    0.08    0.18    0.25    0.76   27.29    0.48    0.07    0.07    0.07    0.06    0.06    0.06    0.06    0.06   61.50    1.02    0.16    0.14    0.14    0.13    0.14    0.24    0.31    0.82
   15 188   112   120     3   122.2   106.1    16.1     0.4   43.69  108.31    0.13    2.78    0.00   40.91  161.63    5.84    0.00   40.87     0.7     0.1    0.09    0.09    0.08    0.09    0.19    0.25    0.72   21.30    0.45    0.06    0.06    0.06    0.06    0.06    0.06    0.06    0.06   62.17    1.10    0.17    0.15    0.15    0.14    0.15    0.25    0.31    0.78
   15 189   113   120     3   122.6   110.9    11.7     0.0   44.64  113.69    0.13    2.78    0.00   41.86  162.53    5.84    0.00   40.54     4.2     0.1    0.11    0.11    0.10    0.11    0.21    0.27    0.73   14.47    0.43    0.06    0.06    0.06    0.06    0.06    0.06    0.06    0.06   55.01    4.58    0.19    0.17    0.17    0.16    0.17    0.27    0.33    0.80
   15 190   114   120     3   123.6   114.3     9.3     0.0   45.66  117.13    0.13    2.78    0.00   42.88  162.53    5.84    0.00   43.26     5.1     0.1    0.13    0.13    0.12    0.13    0.23    0.29    0.75   10.64    0.47    0.05    0.06    0.06    0.06    0.06    0.06    0.06    0.07   53.89    5.53    0.20    0.19    0.19    0.17    0.19    0.28    0.34    0.82
   15 191   115   120     3   124.5   116.8     7.7     0.0   46.59  119.59    0.13    2.78    0.00   43.81  162.53    5.84    0.00   46.35     5.1     0.2    0.15    0.15    0.13    0.15    0.24    0.30    0.77    8.19    0.51    0.05    0.06    0.06    0.06    0.06    0.06    0.06    0.07   54.54    5.59    0.21    0.21    0.21    0.19    0.21    0.30    0.36    0.84
   15 192   116   120     3   125.3   118.5     6.8     0.0   47.37  121.35    0.13    2.78    0.00   44.59  162.53    5.84    0.00   48.64     5.0     0.2    0.16    0.16    0.14    0.16    0.25    0.32    0.80    6.66    0.52    0.05    0.06    0.06    0.06    0.06    0.05    0.06    0.07   55.29    5.54    0.22    0.22    0.22    0.20    0.22    0.31    0.38    0.87
   15 193   117   120     3   125.9   120.0     6.0     0.0   48.02  122.78    0.13    2.78    0.00   45.25  162.53    5.84    0.00   50.13     5.1     0.2    0.17    0.17    0.16    0.17    0.26    0.33    0.82    5.48    0.52    0.05    0.06    0.06    0.05    0.06    0.05    0.06    0.07   55.61    5.61    0.23    0.23    0.23    0.21    0.23    0.32    0.39    0.89
   15 194   118   120     3   126.5   121.1     5.3     0.0   48.55  123.97    0.13    2.78    0.00   45.77  162.53    5.84    0.00   51.30     5.2     0.2    0.19    0.19    0.17    0.19    0.28    0.34    0.83    4.54    0.50    0.05    0.06    0.06    0.05    0.06    0.05    0.06    0.07   55.84    5.66    0.23    0.24    0.24    0.22    0.24    0.33    0.40    0.90
   15 195   119   120     3   127.0   122.2     4.8     0.0   49.05  125.03    0.13    2.78    0.00   46.27  162.53    5.84    0.00   52.26     5.2     0.2    0.20    0.20    0.18    0.20    0.29    0.35    0.85    3.78    0.47    0.05    0.05    0.05    0.05    0.05    0.05    0.05    0.07   56.03    5.71    0.24    0.25    0.25    0.23    0.25    0.33    0.41    0.91
